Trial,Distance_KM,Dijkstra_Visited,AStar_Visited,Efficiency_Gain_Percent,Time_AStar_MS
853,53.8357,274731,104938,61.8034,180.667
854,13.5225,130034,19576,84.9455,25.4173
855,27.5279,252396,59965,76.2417,68.4734
856,12.0263,80144,6622,91.7374,10.8342
857,10.8895,69205,9048,86.9258,15.4466
858,5.86013,32797,3109,90.5205,4.4787
859,53.5891,258510,24990,90.3331,38.4001
860,39.589,284467,113358,60.1507,160.166
861,25.4748,131916,32708,75.2054,35.1178
862,27.9729,251073,28321,88.72,72.2163
863,12.2685,21444,4022,81.2442,7.8185
864,26.508,88629,19334,78.1855,33.5152
865,20.4204,192673,21419,88.8832,29.8771
866,21.2014,83115,16035,80.7075,21.1306
867,1.61366,4935,686,86.0993,0.7659
868,24.7068,200229,50025,75.0161,59.9958
869,37.1647,264286,180848,31.5711,301.454
870,3.30956,13760,1657,87.9578,2.8975
871,38.95,286392,32762,88.5604,35.213
872,23.7077,216311,50586,76.6142,65.9179
873,13.199,112794,18787,83.344,22.11
874,31.6302,29025,4262,85.3161,4.2594
875,5.4769,37091,3598,90.2995,3.6422
876,16.5933,125412,27764,77.8618,33.1893
877,17.6806,129483,16832,87.0006,30.8292
878,9.02792,16142,2807,82.6106,3.1032
879,38.041,278528,64489,76.8465,122.902
880,32.5411,212728,55898,73.7233,67.1813
881,34.6647,154517,48973,68.3058,58.6795
882,20.8334,226317,46984,79.2397,55.3348
883,30.9612,192067,50466,73.7248,147.258
884,11.4076,95019,21371,77.5087,37.7343
885,42.4944,277893,59996,78.4104,81.5499
886,9.17848,55908,8405,84.9664,8.036
887,46.6663,294452,140087,52.4245,184.529
888,31.3912,264784,53716,79.7133,101.808
889,10.8223,60279,8039,86.6637,13.9108
890,59.6611,309666,85549,72.3738,110.125
891,27.2259,220031,103598,52.9166,133.248
892,41.0239,182758,45670,75.0107,76.112
893,11.5168,75300,4660,93.8114,4.6304
894,31.6256,229941,68442,70.235,307.743
895,29.0165,46786,12200,73.9238,18.0417
896,47.393,89362,9910,88.9103,10.1743
897,44.8653,229436,5673,97.5274,9.3239
898,14.9285,102603,22018,78.5406,22.915
899,15.9037,157629,30594,80.5911,88.1211
900,11.089,76578,13391,82.5133,36.683
901,17.5719,197927,23440,88.1572,31.5178
902,33.6322,136739,28793,78.9431,43.3666
903,14.126,118487,30530,74.2335,37.3292
904,41.9561,289741,76961,73.438,287.831
905,76.9179,298029,152236,48.9191,214.099
906,1.3332,1391,179,87.1316,0.1588
907,1.33864,2950,122,95.8644,0.1313
908,37.7211,258738,104300,59.689,152.423
909,48.6773,298675,42732,85.6928,81.2166
910,5.34829,27017,2501,90.7429,7.7711
911,16.1584,97303,31935,67.1798,55.06
912,14.3097,162947,23976,85.286,26.7565
913,37.0164,281583,52543,81.3401,56.707
914,35.2191,254952,27440,89.2372,35.1406
915,20.4851,211588,8090,96.1765,10.7139
916,24.3808,213299,60186,71.7833,78.3192
917,11.3724,86869,10021,88.4642,10.1168
918,14.0274,128236,22510,82.4464,22.8384
919,36.7365,284693,69671,75.5277,81.1381
920,39.4926,227819,76279,66.5177,115.743
921,43.6575,297720,70857,76.2001,163.323
922,9.39734,96700,10436,89.2079,10.242
923,11.6695,62767,15254,75.6974,19.0833
924,51.3045,222331,47428,78.6678,54.4177
925,46.5,207217,37773,81.7713,42.902
926,3.46246,5452,311,94.2957,0.2386
927,19.2073,188479,56161,70.203,232.063
928,35.1505,267580,70563,73.6292,91.1308
929,20.1251,183128,46429,74.6467,55.5665
930,13.8458,84212,27209,67.6899,41.0847
931,14.9144,138059,22530,83.6809,24.3745
932,19.839,205032,32383,84.2059,35.9311
933,7.54923,48332,7229,85.043,6.987
934,42.4718,140164,46369,66.918,79.4846
935,24.1534,160477,17492,89.1,61.0649
936,32.0676,151397,50140,66.8818,164.355
937,12.5153,127150,7047,94.4577,14.4639
938,29.4461,250968,31540,87.4327,110.989
939,25.1208,85962,7564,91.2008,9.0474
940,48.5107,288112,192342,33.2405,338.284
941,7.19099,35157,5430,84.555,6.2111
942,39.4366,159694,35993,77.4613,40.7641
943,19.1585,185923,28058,84.9088,42.6435
944,31.4849,132489,26079,80.3161,53.9071
945,25.175,187228,4458,97.6189,4.6664
946,53.2691,169848,24807,85.3946,37.8351
947,24.873,201691,77336,61.6562,181.586
948,48.185,306047,122498,59.9741,291.789
949,51.5976,99349,17739,82.1448,24.3013
950,16.6345,76077,2771,96.3576,2.9219
951,2.61034,8619,1151,86.6458,2.4582
952,14.1665,122016,27106,77.7849,28.0355
953,21.3582,209718,56186,73.2088,61.4831
954,45.3497,301794,81988,72.8331,113.269
955,32.7856,268634,59042,78.0214,97.0561
956,4.07252,17966,1482,91.7511,2.1079
957,21.7844,35287,12779,63.7855,18.0648
958,12.2292,134650,9228,93.1467,13.7977
959,25.6277,115435,29865,74.1283,52.3692
960,10.9995,87968,19483,77.8522,28.8199
961,40.6239,294599,54900,81.3645,64.0216
962,16.5354,75628,24027,68.23,30.6154
963,12.1566,108511,19616,81.9226,36.1666
964,18.0074,174712,40448,76.8488,113.41
965,17.3096,174686,28557,83.6524,81.3234
966,24.3879,133994,32903,75.4444,34.8191
967,18.3094,182513,34997,80.8249,40.37
968,47.6402,85060,12304,85.5349,11.7437
969,25.2539,132256,37083,71.9612,77.5198
970,8.49527,82455,8253,89.9909,17.2324
971,16.2437,186566,29278,84.3069,56.6098
972,20.3125,223365,23947,89.279,26.9241
973,5.17356,21847,3333,84.7439,2.8865
974,37.2271,133845,18691,86.0353,19.2149
975,21.1585,181386,32542,82.0593,37.2185
976,13.6679,96266,11396,88.162,11.224
977,35.9228,281089,77569,72.4041,139.824
978,15.9302,121830,28948,76.239,66.5949
979,59.3961,287668,18127,93.6986,17.4304
980,23.8304,224604,27018,87.9708,26.4836
981,17.3688,158931,30749,80.6526,33.8564
982,22.8227,55340,7134,87.1088,7.7274
983,13.3089,83559,18885,77.3992,130.154
984,27.7411,206733,23580,88.594,45.1456
985,22.6532,133818,7895,94.1002,26.3348
986,11.2254,55787,13483,75.8313,12.4126
987,10.7668,57326,14148,75.3201,20.1874
988,9.58823,88533,16911,80.8986,24.726
989,29.5018,257843,85461,66.8554,174.811
990,19.7995,189963,9668,94.9106,16.3167
991,23.6935,171120,35500,79.2543,46.1834
992,20.1979,59004,6711,88.6262,7.428
993,90.0878,312799,168939,45.9912,227.739
994,38.8889,281563,44731,84.1133,82.3771
995,5.96907,28200,3270,88.4043,4.4513
996,61.1352,286346,164309,42.6187,219.446
997,49.4235,301979,102244,66.142,119.535
998,18.5993,156639,43758,72.0644,76.3765
999,11.3165,102255,18281,82.1221,29.2924
